,user_id,input_message_kid,stage,total_attempts_in_stage,grade_norm,pre-score_norm,stage_norm,failed_attempts_norm,pos_norm,neg_norm,hel_norm,anxiety_norm,action,output,postive_feedback,reward,grade,completed,pre,post,adjusted_score,anxiety,time_stored
734,387,What is the hint?,2,2,1.,0.5,-0.33333333,-0.8,-1.,-1.,1.,-0.55555556,0,You can move your mouse close to the box to turn it into a chocolate!,True,0.11,4,True,6,7,1,17,"11-27-2020-09:06:49-PST
"
735,387,what are some pointers?,,,1.,0.5,0.,-0.9,-1.,-1.,1.,-0.55555556,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",True,1.085,4,True,6,7,1,17,"11-27-2020-09:06:49-PST
"
736,390,what is this song,2,1,0.,0.75,-0.33333333,-0.9,-1.,-1.,1.,-0.88888889,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,3,True,7,7,1,11,"11-27-2020-09:54:18-PST
"
737,390,what is 3 * 5 *6,3,1,0.,0.75,0.,-0.9,-1.,-1.,1.,-0.88888889,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,0.01,3,True,7,7,1,11,"11-27-2020-09:54:18-PST
"
738,390,how much do we weigh together,,,0.,0.75,0.66666667,-0.9,-1.,-1.,1.,-0.88888889,0,"Remember that, the weight of the box of chocolates can’t be more than 200 ounces.",None,0.9719999999999999,3,True,7,7,1,11,"11-27-2020-09:54:18-PST
"
739,104,yes i am still here i dont need help at the moment ,,,0.,0.25,-1.,-0.7,-0.584,-0.652,1.,-0.77777778,0,You can move your mouse close to the box to turn it into a chocolate!,None,2.9979999999999998,3,True,5,8,3,13,"11-27-2020-10:04:56-PST
"
740,391,i need help,3,17,0.,0.,0.,0.7,0.46,-1.,1.,-0.5,2,The people in the village need you! Keep working hard.,None,0.0,3,True,4,6,3,18,"11-27-2020-11:00:26-PST
"
741,391,what do I multiply to get the answer,3,17,0.,0.,0.,0.7,-1.,-1.,1.,-0.5,1,:),None,0.0,3,True,4,6,3,18,"11-27-2020-11:00:26-PST
"
742,391,i am stuck,3,17,0.,0.,0.,0.7,-1.,0.334,1.,-0.5,2,You’re doing awesome! We’re so close to figuring this out and convincing the captain to let us board the boat.,True,0.1,3,True,4,6,3,18,"11-27-2020-11:00:26-PST
"
743,391,i am confused,3,17,0.,0.,0.,0.7,-1.,0.394,1.,-0.5,1,:),None,0.0,3,True,4,6,3,18,"11-27-2020-11:00:26-PST
"
744,391,how do I multiply the numbers,3,17,0.,0.,0.,0.7,-1.,-1.,1.,-0.5,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,0.01,3,True,4,6,3,18,"11-27-2020-11:00:26-PST
"
745,391,i dont understand how to add the sides,,,0.,0.,0.,0.7,-1.,-1.,1.,-0.5,1,:),None,2.988,3,True,4,6,3,18,"11-27-2020-11:00:26-PST
"
746,388,I need more help.,0,4,-1.,0.,-1.,-0.6,0.198,-1.,1.,-0.22222222,0,"By sliding the chocolate along the height of the box and using the chocolate as a reference, you will find that the height fits 3 chocolates.",True,0.11,2,True,4,4,0,23,"11-27-2020-11:36:31-PST
"
747,388,Thanks,0,4,-1.,0.,-1.,-0.6,1.,-1.,-0.15282053,-0.22222222,2,We’re almost there! We’re so close to getting to cross the river and saving the villagers from the fire.,True,0.1,2,True,4,4,0,23,"11-27-2020-11:36:31-PST
"
748,388,I'm not doing to good.,3,10,-1.,0.,0.,0.,-1.,-0.248,-0.03631976,-0.22222222,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,0.01,2,True,4,4,0,23,"11-27-2020-11:36:31-PST
"
749,388,I need help.,3,10,-1.,0.,0.,0.,0.46,-1.,1.,-0.22222222,3,Hm… I suggest thinking about the concept of a unit cube and the volume of a unit cube. It may remind you of what you need in order to calculate the volume of the box!,None,0.0,2,True,4,4,0,23,"11-27-2020-11:36:31-PST
"
750,388,I will put the choclets in the box then cont them.,0,4,-1.,0.,-1.,-0.6,-1.,-1.,-0.03631976,-0.22222222,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,2,True,4,4,0,23,"11-27-2020-11:36:31-PST
"
751,388,I need some pointers please.,0,4,-1.,0.,-1.,-0.6,-0.132,-1.,1.,-0.22222222,0,Move your mouse along the height to count how many chocolates would fit along the height.,None,0.01,2,True,4,4,0,23,"11-27-2020-11:36:31-PST
"
752,388,I need some help.,2,3,-1.,0.,-0.33333333,-0.7,0.148,-1.,1.,-0.22222222,0,You can move your mouse close to the box to turn it into a chocolate!,True,0.11,2,True,4,4,0,23,"11-27-2020-11:36:31-PST
"
753,388,18 + 18 + 15 + 15 =66,3,10,-1.,0.,0.,0.,-1.,-1.,-1.,-0.22222222,0,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,None,0.01,2,True,4,4,0,23,"11-27-2020-11:36:31-PST
"
754,388,I'm doing the math on my wight broad.,3,10,-1.,0.,0.,0.,-1.,-1.,-0.03631976,-0.22222222,0,"You won't be able to calculate volume by dragging the chocolate over the box, since it's three-dimensional! Try to use an equation to find the volume:",None,0.01,2,True,4,4,0,23,"11-27-2020-11:36:31-PST
"
755,388,How am I ever going to do this.,3,10,-1.,0.,0.,0.,-1.,-1.,1.,-0.22222222,0,Think about how to calculate volume with multiplication.,None,0.01,2,True,4,4,0,23,"11-27-2020-11:36:31-PST
"
756,388,I need help.,3,10,-1.,0.,0.,0.,0.46,-1.,1.,-0.22222222,1,:),None,0.0,2,True,4,4,0,23,"11-27-2020-11:36:31-PST
"
757,388,I need to get unstuck.,3,10,-1.,0.,0.,0.,-1.,-1.,-0.03631976,-0.22222222,0,Area = Length x Width = 6 x 5 = 30,None,0.01,2,True,4,4,0,23,"11-27-2020-11:36:31-PST
"
758,388,THANK YOU SO MUCH!,3,10,-1.,0.,0.,0.,-0.036,-1.,-0.03305731,-0.22222222,0,Putting them together:,None,0.01,2,True,4,4,0,23,"11-27-2020-11:36:31-PST
"
759,388,Im still here,,,-1.,0.,0.66666667,-0.9,-1.,-1.,-0.0591944,-0.22222222,2,"This problem is tough, but I know that we can finish it if we think hard enough. Keep trying!",None,-0.129,2,True,4,4,0,23,"11-27-2020-11:36:31-PST
"
760,393, what is 30 x 3,3,3,0.,-0.25,0.,-0.7,-1.,-1.,1.,-0.66666667,1,:),None,0.0,3,True,3,5,3,15,"11-27-2020-14:22:29-PST
"
761,393,wot is the height,0,2,0.,-0.25,-1.,-0.8,-1.,-1.,-0.11777015,-0.66666667,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,3,True,3,5,3,15,"11-27-2020-14:22:29-PST
"
762,393,i ned help,0,2,0.,-0.25,-1.,-0.8,0.46,-1.,1.,-0.66666667,0,Move your mouse along the height to count how many chocolates would fit along the height.,True,0.11,3,True,3,5,3,15,"11-27-2020-14:22:29-PST
"
763,393,help,2,3,0.,-0.25,-0.33333333,-0.7,1.,-1.,1.,-0.66666667,0,You can move your mouse close to the box to turn it into a chocolate!,True,0.11,3,True,3,5,3,15,"11-27-2020-14:22:29-PST
"
764,393,wot do i do,3,3,0.,-0.25,0.,-0.7,-1.,-1.,1.,-0.66666667,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,0.01,3,True,3,5,3,15,"11-27-2020-14:22:29-PST
"
765,393,o90,,,0.,-0.25,0.33333333,-0.8,-1.,-1.,-1.,-0.66666667,0,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",None,2.9459999999999997,3,True,3,5,3,15,"11-27-2020-14:22:29-PST
"
766,395,ok,3,9,-1.,-0.25,0.,-0.1,1.,-1.,-0.1063473,-0.61111111,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,0.01,2,True,3,3,1,16,"11-27-2020-14:55:34-PST
"
767,395,how big is a chocolate,3,9,-1.,-0.25,0.,-0.1,-1.,-1.,1.,-0.61111111,0,"You won't be able to calculate volume by dragging the chocolate over the box, since it's three-dimensional! Try to use an equation to find the volume:",None,0.01,2,True,3,3,1,16,"11-27-2020-14:55:34-PST
"
768,395,how do you find the total,3,9,-1.,-0.25,0.,-0.1,-1.,-1.,1.,-0.61111111,0,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,None,0.01,2,True,3,3,1,16,"11-27-2020-14:55:34-PST
"
769,395,what's the answer,3,9,-1.,-0.25,0.,-0.1,-1.,-1.,1.,-0.61111111,2,You’re super close! Let’s think about this a little more and try again.,True,0.1,2,True,3,3,1,16,"11-27-2020-14:55:34-PST
"
770,395,i,3,9,-1.,-0.25,0.,-0.1,-1.,-1.,-0.03631976,-0.61111111,0,Think about how to calculate volume with multiplication.,None,0.01,2,True,3,3,1,16,"11-27-2020-14:55:34-PST
"
771,395,I need the chocolates to help figure,3,9,-1.,-0.25,0.,-0.1,-0.298,-1.,1.,-0.61111111,0,Area = Length x Width = 6 x 5 = 30,None,0.01,2,True,3,3,1,16,"11-27-2020-14:55:34-PST
"
772,395,what's 90,4,3,-1.,-0.25,0.33333333,-0.7,-1.,-1.,1.,-0.61111111,0,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",None,0.01,2,True,3,3,1,16,"11-27-2020-14:55:34-PST
"
773,395,what,4,3,-1.,-0.25,0.33333333,-0.7,-1.,-1.,1.,-0.61111111,0,"If you multiply the weight per chocolate with the number of chocolates, you will get how much the box of chocolates weighs.",True,0.11,2,True,3,3,1,16,"11-27-2020-14:55:34-PST
"
774,395,i,,,-1.,-0.25,0.33333333,-0.7,-1.,-1.,-0.03631976,-0.61111111,0,Weight of the box of chocolates,None,0.9069999999999999,2,True,3,3,1,16,"11-27-2020-14:55:34-PST
"
775,398,I am stuck,0,2,-1.,-0.25,-1.,-0.8,-1.,0.334,1.,-0.27777778,0,You can move your mouse close to the box to turn it into a chocolate!,True,0.11,2,True,3,2,1,22,"11-27-2020-15:28:48-PST
"
776,398,what is next,0,2,-1.,-0.25,-1.,-0.8,-1.,-1.,1.,-0.27777778,2,You’re doing a great job so far. Just keep trying!,True,0.1,2,True,3,2,1,22,"11-27-2020-15:28:48-PST
"
777,398,I got it,0,2,-1.,-0.25,-1.,-0.8,-1.,-1.,-0.03631976,-0.27777778,0,Move your mouse along the height to count how many chocolates would fit along the height.,True,0.11,2,True,3,2,1,22,"11-27-2020-15:28:48-PST
"
778,398,I need help,4,5,-1.,-0.25,0.33333333,-0.5,0.46,-1.,1.,-0.27777778,2,"The sooner we finish, the sooner we can cross the river on that boat! Let’s get to it!",None,0.0,2,True,3,2,1,22,"11-27-2020-15:28:48-PST
"
779,398,I don't get it,4,5,-1.,-0.25,0.33333333,-0.5,-1.,-1.,1.,-0.27777778,0,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",None,0.01,2,True,3,2,1,22,"11-27-2020-15:28:48-PST
"
780,398,90%2?,4,5,-1.,-0.25,0.33333333,-0.5,-1.,-1.,-1.,-0.27777778,0,"If you multiply the weight per chocolate with the number of chocolates, you will get how much the box of chocolates weighs.",None,0.01,2,True,3,2,1,22,"11-27-2020-15:28:48-PST
"
781,398,ok thanks,,,-1.,-0.25,0.33333333,-0.5,1.,-1.,-0.1063473,-0.27777778,0,Weight of the box of chocolates,None,0.946,2,True,3,2,1,22,"11-27-2020-15:28:48-PST
"
782,404,i need help,3,42,0.,-0.5,0.,3.2,0.46,-1.,1.,0.,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,0.01,3,True,2,8,6,27,"11-27-2020-18:04:29-PST
"
783,404,*I,3,42,0.,-0.5,0.,3.2,-1.,-1.,-0.03631976,0.,0,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,None,0.01,3,True,2,8,6,27,"11-27-2020-18:04:29-PST
"
784,404,oof,3,42,0.,-0.5,0.,3.2,-1.,-1.,-0.3258577,0.,2,You’re doing awesome! We’re so close to figuring this out and convincing the captain to let us board the boat.,None,0.0,3,True,2,8,6,27,"11-27-2020-18:04:29-PST
"
785,404,help,3,42,0.,-0.5,0.,3.2,1.,-1.,1.,0.,0,"You won't be able to calculate volume by dragging the chocolate over the box, since it's three-dimensional! Try to use an equation to find the volume:",None,0.01,3,True,2,8,6,27,"11-27-2020-18:04:29-PST
"
786,404,okay so uh,0,3,0.,-0.5,-1.,-0.7,-0.026,-1.,-0.03305731,0.,0,You can move your mouse close to the box to turn it into a chocolate!,True,0.11,3,True,2,8,6,27,"11-27-2020-18:04:29-PST
"
787,404,okay,,,0.,-0.5,-1.,-0.7,1.,-1.,-0.15501975,0.,0,Move your mouse along the height to count how many chocolates would fit along the height.,None,5.946,3,True,2,8,6,27,"11-27-2020-18:04:29-PST
"
788,365,Okay,,,1.,1.,0.,-0.8,1.,-1.,-0.15501975,-0.33333333,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,-0.0020000000000000018,4,True,8,8,0,21,"11-27-2020-19:29:36-PST
"
789,410,poop,1,1,-1.,0.,-0.66666667,-0.9,-1.,-1.,-0.35037959,-0.77777778,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,2,True,4,7,3,13,"11-28-2020-15:36:06-PST
"
790,410,you suck,2,2,-1.,0.,-0.33333333,-0.8,-1.,0.488,-0.03507275,-0.77777778,1,:),None,0.0,2,True,4,7,3,13,"11-28-2020-15:36:06-PST
"
791,410,:(,2,2,-1.,0.,-0.33333333,-0.8,-1.,1.,-1.,-0.77777778,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,2,True,4,7,3,13,"11-28-2020-15:36:06-PST
"
792,410,i confused,3,4,-1.,0.,0.,-0.6,-1.,1.,1.,-0.77777778,1,:),True,0.1,2,True,4,7,3,13,"11-28-2020-15:36:06-PST
"
793,410,help me please,3,4,-1.,0.,0.,-0.6,0.666,-1.,1.,-0.77777778,1,:),None,0.0,2,True,4,7,3,13,"11-28-2020-15:36:06-PST
"
794,410,sssssssssssss,3,4,-1.,0.,0.,-0.6,-1.,-1.,-1.,-0.77777778,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,0.01,2,True,4,7,3,13,"11-28-2020-15:36:06-PST
"
795,410,s,3,4,-1.,0.,0.,-0.6,-1.,-1.,-0.25346546,-0.77777778,0,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,None,0.01,2,True,4,7,3,13,"11-28-2020-15:36:06-PST
"
796,410,s,3,4,-1.,0.,0.,-0.6,-1.,-1.,-0.25346546,-0.77777778,0,"You won't be able to calculate volume by dragging the chocolate over the box, since it's three-dimensional! Try to use an equation to find the volume:",None,0.01,2,True,4,7,3,13,"11-28-2020-15:36:06-PST
"
797,410,s,,,-1.,0.,0.,-0.6,-1.,-1.,-0.25346546,-0.77777778,0,Think about how to calculate volume with multiplication.,None,2.933,2,True,4,7,3,13,"11-28-2020-15:36:06-PST
"
798,419,30,3,7,1.,-0.25,0.,-0.3,-1.,-1.,-1.,-0.72222222,0,Think about how to calculate volume with multiplication.,True,0.11,4,True,3,6,3,14,"11-29-2020-15:52:29-PST
"
799,419,thanks everest,4,2,1.,-0.25,0.33333333,-0.8,0.488,-1.,-0.15282053,-0.72222222,0,"If you multiply the weight per chocolate with the number of chocolates, you will get how much the box of chocolates weighs.",True,0.11,4,True,3,6,3,14,"11-29-2020-15:52:29-PST
"
800,419,ok,3,7,1.,-0.25,0.,-0.3,1.,-1.,-0.1063473,-0.72222222,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",True,0.11,4,True,3,6,3,14,"11-29-2020-15:52:29-PST
"
801,419,i think i am good,3,7,1.,-0.25,0.,-0.3,0.184,-1.,-0.02507096,-0.72222222,0,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,True,0.11,4,True,3,6,3,14,"11-29-2020-15:52:29-PST
"
802,419,do i mitiply,3,7,1.,-0.25,0.,-0.3,-1.,-1.,1.,-0.72222222,0,"You won't be able to calculate volume by dragging the chocolate over the box, since it's three-dimensional! Try to use an equation to find the volume:",True,0.11,4,True,3,6,3,14,"11-29-2020-15:52:29-PST
"
803,419,x,3,7,1.,-0.25,0.,-0.3,-1.,-1.,-0.3230505,-0.72222222,3,"Think about approaching this problem using multiplication. If we find the area of the base, that’ll help us get closer!",True,0.1,4,True,3,6,3,14,"11-29-2020-15:52:29-PST
"
804,419,help,,,1.,-0.25,0.33333333,-0.8,1.,-1.,1.,-0.72222222,0,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",True,3.033,4,True,3,6,3,14,"11-29-2020-15:52:29-PST
"
805,415,i am confused,0,53,0.,-0.5,-1.,4.3,-1.,0.394,1.,-0.5,1,:),True,0.1,3,True,2,1,0,18,"11-29-2020-16:25:22-PST
"
806,415,what is the height?,0,53,0.,-0.5,-1.,4.3,-1.,-1.,1.,-0.5,1,:),None,0.0,3,True,2,1,0,18,"11-29-2020-16:25:22-PST
"
807,415,how many chocklates do you think will fit,0,53,0.,-0.5,-1.,4.3,-0.474,-1.,1.,-0.5,1,:),True,0.1,3,True,2,1,0,18,"11-29-2020-16:25:22-PST
"
808,415,I need some help,0,53,0.,-0.5,-1.,4.3,0.148,-1.,1.,-0.5,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,3,True,2,1,0,18,"11-29-2020-16:25:22-PST
"
809,415,i think,1,6,0.,-0.5,-0.66666667,-0.4,-1.,-1.,-0.02507096,-0.5,0,You can move your mouse close to the box to turn it into a chocolate!,True,0.11,3,True,2,1,0,18,"11-29-2020-16:25:22-PST
"
810,415,I confused how i gonna find the answer,3,52,0.,-0.5,0.,4.2,-1.,-0.37,1.,-0.5,1,:),None,0.0,3,True,2,1,0,18,"11-29-2020-16:25:22-PST
"
811,415,i need a hint,3,52,0.,-0.5,0.,4.2,-1.,-1.,1.,-0.5,1,:),None,0.0,3,True,2,1,0,18,"11-29-2020-16:25:22-PST
"
812,415,i am stuck,3,52,0.,-0.5,0.,4.2,-1.,0.334,1.,-0.5,1,:),None,0.0,3,True,2,1,0,18,"11-29-2020-16:25:22-PST
"
813,415,the answer is 14,3,52,0.,-0.5,0.,4.2,-1.,-1.,1.,-0.5,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",True,0.11,3,True,2,1,0,18,"11-29-2020-16:25:22-PST
"
814,415,should i add?,,,0.,-0.5,0.,4.2,-1.,-1.,-0.03631976,-0.5,1,:),None,-0.038000000000000006,3,True,2,1,0,18,"11-29-2020-16:25:22-PST
"
815,422,can you help me?,2,2,-1.,-0.25,-0.33333333,-0.8,-0.052,-1.,1.,-0.38888889,0,You can move your mouse close to the box to turn it into a chocolate!,True,0.11,2,True,3,6,3,20,"11-29-2020-17:07:26-PST
"
816,422,i am thinking,4,1,-1.,-0.25,0.33333333,-0.9,-1.,-1.,-0.03631976,-0.38888889,0,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",True,0.11,2,True,3,6,3,20,"11-29-2020-17:07:26-PST
"
817,422,how  much do we way?,,,-1.,-0.25,0.66666667,-0.9,-1.,-1.,1.,-0.38888889,0,"Remember that, the weight of the box of chocolates can’t be more than 200 ounces.",True,3.0719999999999996,2,True,3,6,3,20,"11-29-2020-17:07:26-PST
"
818,433,ok,0,1,-1.,0.,-1.,-0.9,1.,-1.,-0.1063473,-0.16666667,3,Hm... let's keep thinking!,True,0.1,2,True,4,7,3,24,"12-01-2020-09:31:55-PST
"
819,433,ok,1,2,-1.,0.,-0.66666667,-0.8,1.,-1.,-0.1063473,-0.16666667,3,Hm... let's keep thinking!,True,0.1,2,True,4,7,3,24,"12-01-2020-09:31:55-PST
"
820,433,ok,,,-1.,0.,-1.,-0.9,1.,-1.,-0.1063473,-0.16666667,0,You can move your mouse close to the box to turn it into a chocolate!,True,3.098,2,True,4,7,3,24,"12-01-2020-09:31:55-PST
"
821,435,can you place the chocolates down?,0,5,-1.,0.75,-1.,-0.5,-1.,-1.,-0.03507275,-0.5,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,2,True,7,7,0,18,"12-01-2020-10:55:36-PST
"
822,435,Do you also have to measure the top?,0,5,-1.,0.75,-1.,-0.5,-0.59,-1.,1.,-0.5,0,Move your mouse along the height to count how many chocolates would fit along the height.,None,0.01,2,True,7,7,0,18,"12-01-2020-10:55:36-PST
"
823,435,Is it all at once or is it in sequence?,,,-1.,0.75,0.66666667,-0.9,-1.,-1.,-0.0572697,-0.5,0,"Remember that, the weight of the box of chocolates can’t be more than 200 ounces.",True,0.072,2,True,7,7,0,18,"12-01-2020-10:55:36-PST
"
824,442,is the answer 21,0,3,-1.,-0.5,-1.,-0.7,-1.,-1.,1.,-0.33333333,1,:),True,0.1,2,True,2,2,0,21,"12-01-2020-13:22:57-PST
"
825,442,I really don't know the answer,3,10,-1.,-0.5,0.,0.,-1.,-1.,1.,-0.33333333,0,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,True,0.11,2,True,2,2,0,21,"12-01-2020-13:22:57-PST
"
826,442,tell me the answer,3,10,-1.,-0.5,0.,0.,-1.,-1.,1.,-0.33333333,1,:),None,0.0,2,True,2,2,0,21,"12-01-2020-13:22:57-PST
"
827,442,tell me the answer,3,10,-1.,-0.5,0.,0.,-1.,-1.,1.,-0.33333333,1,:),None,0.0,2,True,2,2,0,21,"12-01-2020-13:22:57-PST
"
828,442,I am not sure,0,3,-1.,-0.5,-1.,-0.7,-1.,-0.01,-0.03072353,-0.33333333,0,You can move your mouse close to the box to turn it into a chocolate!,True,0.11,2,True,2,2,0,21,"12-01-2020-13:22:57-PST
"
829,442,I am not sure about the answer can you give me a hint,0,3,-1.,-0.5,-1.,-0.7,-1.,-0.672,1.,-0.33333333,0,Move your mouse along the height to count how many chocolates would fit along the height.,None,0.01,2,True,2,2,0,21,"12-01-2020-13:22:57-PST
"
830,442,thankyou thankyou thankyou thankyou...................,0,3,-1.,-0.5,-1.,-0.7,-1.,-1.,-0.34035965,-0.33333333,1,:),True,0.1,2,True,2,2,0,21,"12-01-2020-13:22:57-PST
"
831,442,what is 3+5+6,3,10,-1.,-0.5,0.,0.,-1.,-1.,1.,-0.33333333,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,0.01,2,True,2,2,0,21,"12-01-2020-13:22:57-PST
"
832,442,is it 33,3,10,-1.,-0.5,0.,0.,-1.,-1.,-0.0572697,-0.33333333,2,You’re almost there. Just keep trying!,None,0.0,2,True,2,2,0,21,"12-01-2020-13:22:57-PST
"
833,442,34,3,10,-1.,-0.5,0.,0.,-1.,-1.,-1.,-0.33333333,0,"You won't be able to calculate volume by dragging the chocolate over the box, since it's three-dimensional! Try to use an equation to find the volume:",True,0.11,2,True,2,2,0,21,"12-01-2020-13:22:57-PST
"
834,442,90,3,10,-1.,-0.5,0.,0.,-1.,-1.,-1.,-0.33333333,1,:),None,0.0,2,True,2,2,0,21,"12-01-2020-13:22:57-PST
"
835,442,I don't know the answer,4,3,-1.,-0.5,0.33333333,-0.7,-1.,-1.,1.,-0.33333333,2,"You’re doing a great job. If we keep working like this, we’ll be done in no time!",None,0.0,2,True,2,2,0,21,"12-01-2020-13:22:57-PST
"
836,442,give me a hint,4,3,-1.,-0.5,0.33333333,-0.7,-1.,-1.,1.,-0.33333333,0,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",None,0.01,2,True,2,2,0,21,"12-01-2020-13:22:57-PST
"
837,442,help,4,3,-1.,-0.5,0.33333333,-0.7,1.,-1.,1.,-0.33333333,2,You’re super close! Let’s think about this a little more and try again.,None,0.0,2,True,2,2,0,21,"12-01-2020-13:22:57-PST
"
838,442,180,4,3,-1.,-0.5,0.33333333,-0.7,-1.,-1.,-1.,-0.33333333,0,Weight of the box of chocolates,None,0.01,2,True,2,2,0,21,"12-01-2020-13:22:57-PST
"
839,442,thankyou for helping I will give you a choclate,4,3,-1.,-0.5,0.33333333,-0.7,-0.464,-1.,-0.03507275,-0.33333333,0,You have seen all the hints. Try your best to answer the question!,None,0.01,2,True,2,2,0,21,"12-01-2020-13:22:57-PST
"
840,442,45,,,-1.,-0.5,0.33333333,-0.7,-1.,-1.,-1.,-0.33333333,0,"If you multiply the weight per chocolate with the number of chocolates, you will get how much the box of chocolates weighs.",True,-0.006000000000000005,2,True,2,2,0,21,"12-01-2020-13:22:57-PST
"
841,427,Hi,,,1.,-0.5,0.,-0.9,-1.,-1.,-0.29048756,-0.5,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",True,1.098,4,True,2,2,1,18,"12-01-2020-13:57:24-PST
"
842,428,i wat coclole to :(\,0,1,0.,0.,-1.,-0.9,-1.,-1.,-0.03631976,-0.77777778,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,3,True,4,4,0,13,"12-01-2020-14:02:34-PST
"
843,428,hi,2,2,0.,0.,-0.33333333,-0.8,-1.,-1.,-0.29048756,-0.77777778,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,3,True,4,4,0,13,"12-01-2020-14:02:34-PST
"
844,428,hi,2,2,0.,0.,-0.33333333,-0.8,-1.,-1.,-0.29048756,-0.77777778,0,Move your mouse along the length to count how many chocolates would fit along the length.,None,0.01,3,True,4,4,0,13,"12-01-2020-14:02:34-PST
"
845,428,hi,2,2,0.,0.,-0.33333333,-0.8,-1.,-1.,-0.29048756,-0.77777778,0,"By sliding the chocolate along the length of the box and using the chocolate as a reference, you will find that the length fits 6 chocolates",True,0.11,3,True,4,4,0,13,"12-01-2020-14:02:34-PST
"
846,428,hi,2,2,0.,0.,-0.33333333,-0.8,-1.,-1.,-0.29048756,-0.77777778,0,You have seen all the hints. Try your best to answer the question!,None,0.01,3,True,4,4,0,13,"12-01-2020-14:02:34-PST
"
847,428,mmmmmmm,3,45,0.,0.,0.,3.5,-1.,-1.,-1.,-0.77777778,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,0.01,3,True,4,4,0,13,"12-01-2020-14:02:34-PST
"
848,428,can you help,3,45,0.,0.,0.,3.5,0.148,-1.,1.,-0.77777778,0,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,True,0.11,3,True,4,4,0,13,"12-01-2020-14:02:34-PST
"
849,428,3+5+6 ,3,45,0.,0.,0.,3.5,-1.,-1.,-1.,-0.77777778,0,"You won't be able to calculate volume by dragging the chocolate over the box, since it's three-dimensional! Try to use an equation to find the volume:",None,0.01,3,True,4,4,0,13,"12-01-2020-14:02:34-PST
"
850,428,ok,3,45,0.,0.,0.,3.5,1.,-1.,-0.1063473,-0.77777778,3,Think about how you would solve this problem if you knew how many chocolates could fit at just the base of the box. That may help!,None,0.0,3,True,4,4,0,13,"12-01-2020-14:02:34-PST
"
851,428,,4,2,0.,0.,0.33333333,-0.8,-1.,-1.,-1.,-0.77777778,0,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",None,0.01,3,True,4,4,0,13,"12-01-2020-14:02:34-PST
"
852,428,1800,,,0.,0.,0.33333333,-0.8,-1.,-1.,-1.,-0.77777778,0,"If you multiply the weight per chocolate with the number of chocolates, you will get how much the box of chocolates weighs.",None,-0.11900000000000001,3,True,4,4,0,13,"12-01-2020-14:02:34-PST
"
